itemLabel,altLabel_list
gsk-2636771,GSK-2636771|gsk2636771
serabelisib,INK 1117|INK1117|MLN 1117|MLN1117|serabelisib (proposed INN)
latanoprost acid,"13,14-dihydro-17-phenyl-18,19,20-trinor-PGF2alpha|latanoprost-free acid|Phxa 85|PHXA85"
larotrectinib,"(S)-N-(5-((R)-2-(2,5-difluorophenyl)pyrrolidin-1-yl)pyrazolo[1,5-a]pyrimidin-3-yl)-3-hydroxypyrrolidine-1-carboxamide|ARRY-470|example 14 [US8865698 B2]|Larotrectinib|larotrectinib (proposed INN)|LOXO-101"
lucitanib,E-3810 amine|E3810|Lucitanib
mefloquine,"(-)-Mefloquine|[(11S,2'R)-2,8-bis(trifluoromethyl)quinolin-4-yl]-(2-piperidyl)methanol|Lariam®"
milnacipran,Savella®
mipomersen,ISIS 301012 parent acid|Kynamro®
moexiprilat,RS-10029
nabilone,Cesamet®|LY 109514|LY-109514
terbinafine,"(e)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalene methanamine|(e)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine|Lamisil|Lamisil at|SF-86-327|SF-86327|Terbinafina|Terbinafine|Terbinafine hydrochloride|Terbinafinum|SFO327"
infliximab,Ig gamma-1 chain C region|cA2|CA2 ????
desogestrel,"13-Ethyl-11-methylene-18,19-dinor-17alpha-pregn-4-en-20-yn-17-ol|Cerazette|Desogestrel|Desogestrelum|ORG-2969"
minocycline,"Minocin|Minocycline|(4S,4AS,5ar,12as)-4,7-bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide|7-Dimethylamino-6-demethyl-6-deoxytetracycline|Klinomycin|Minociclina|Minociclinum|Minocyclin|Minocycline hydrochloride|Minocyclinum|Vectrin"
sitagliptin,"(2R)-4-OXO-4-[3-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl]-1-(2,4,5-trifluorophenyl)butan-2-amine|Januvia®|MK-0431|Sitagliptan|Sitagliptin|Sitagliptina|Sitagliptine|Sitagliptinum|Sitagliptin phosphate"
(3aS)-Palonosetron,"(3aS)-2-[(3S)-1-azabicyclo[2.2.2]oct-3-yl]-2,3,3a, 4,5,6-hexahydro-1H-benz[de]isoquinolin-1-one|(3aS)-2,3,3a,4,5,6-hexahydro-2-[(3S)-3-quinuclidinyl]-1H-benz[de]isoquinolin-1-one|SID50111798"
Fludeoxyglucose (18F),[18F]FDG|18F-FDG|FDG|fludeoxyglucose F 18|fluorodeoxyglucose|Fluorodeoxyglucose F18
potassium citrate,anhydrous potassium citrate|anhydrous tripotassium citrate|citric acid tripotassium salt (anh.)|citric acid tripotassium salt (anhydrous)|Potassium Citrate|potassium citrate (anh.)|potassium citrate anhydrous|tripotassium cirtate|tripotassium citrate|tripotassium citrate (anh.)|tripotassium citrate (anhydrous)|Urocit-K
droperidol,"1-(1-(3-(p-fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone|1-(1-(3-(P-Fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone|1-(1-(4-(p-fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone|1-(1-(4-(P-Fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone|1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one|1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1H-benzo[D]imidazol-2-one|Droleptan®|Droperidol|Dropéridol|Droperidolo|Droperidolum|Inapsine®|McN-JR-4749|R-4749"
codeine,"(-)-Codeine|(−)-Codeine|(1S,13R,14S,17R)-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0(1,13).0(5,17).0(7,18)]octadeca-7(18),8,10,15-tetraen-14-ol|(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol|(5α,6α)-7,8-didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol|3-Methylmorphin|3-methylmorphine|7,8-didehydro-4,5alpha-epoxy-3-methoxy-17-methylmorphinan-6alpha-ol|7,8-didehydro-4,5α-epoxy-3-methoxy-17-methylmorphinan-6α-ol|Codein|Codeína|Codeine|Codéine|codeine anhydrous|Codeine anhydrous|Codeine polistirex|Codeinum|Codicept|Codicept®|Coducept|l-codeine|L-Codeine|methylmorphine|Methylmorphine|morphine 3-methyl ether|morphine monomethyl ether|Morphine monomethyl ether|morphine-3-methyl ether|Norcodine, N-Methyl|O(3)-methylmorphine|O3-Methylmorphine"
alpha-tocopherol,"Vitamin E|(+)-alpha-tocopherol|(+)-α-tocopherol|(2R,4'R,8'r)-alpha-tocopherol|(2R,4'R,8'R)-α-tocopherol|(2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-trimethyltridecyl]chroman-6-ol|(2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL|(R,R,R)-alpha-tocopherol|(R,R,R)-α-tocopherol|5,7,8-trimethyltocol|5,7,8-Trimethyltocol|alpha Tocopherol|Alpha Tocopherol|Aquasol E|d-alpha-tocopherol|d-α-tocopherol|E-Vimin|Eprolin|Evitaminum|Natopherol|Profecundin|α-Tocopherol"
migalastat,1-deoxygalactonojirimycin|Migalastat
levosimendan,(-)-OR-1259|Levosimedan|Levosimendan|Levosimendanum|Simdax
milrinone,"1,6-Dihydro-2-methyl-6-oxo(3,4'-bipyridine)-5-carbonitrile|Milrinona|Milrinone|Milrinonum|Primacor®"
flavoxate,2-(1-piperidinyl)ethyl 3-methyl-4-oxo-2-phenyl-4H-chromene-8-carboxylate|2-(1-Piperidinyl)ethyl 3-methyl-4-oxo-2-phenyl-4H-chromene-8-carboxylate|2-piperidinoethyl 3-methyl-4-oxo-2-phenyl-4H-1-benzopyran-8-carboxylate|2-Piperidinoethyl 3-methyl-4-oxo-2-phenyl-4H-1-benzopyran-8-carboxylate|2-piperidinoethyl 3-methylflavone-8-carboxylate|2-Piperidinoethyl 3-methylflavone-8-carboxylate|beta-piperidinoethyl 3-methylflavone-8-carboxylate|beta-Piperidinoethyl 3-methylflavone-8-carboxylate|Flavoxate|Flavoxate HCI|Flavoxato|Flavoxatum|Urispas®|W-61
brotizolam,Brotizolam|Brotizolamum|Lendorm|WE-941
butenafine,(4-Tert-butyl-benzyl)-methyl-naphthalen-1-ylmethyl-amine|(4-Tert-butylphenyl)-N-methyl-N-(naphthalen-1-ylmethyl)methanamine|4-Tert-butylbenzyl(methyl)(1-naphthalenemethyl)amine|butenafina|Butenafina|Butenafine|Butenafinum|N-(P-Tert-butylbenzyl)-N-methyl-1-naphthalenemethylamine
methohexital,"(+-)-5-allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid|(+-)-5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid|5-allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione|5-Allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid|alpha-DL-1-methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid|alpha-DL-1-Methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid|Methohexital|Methohexitalum|methohexitone|Methohexitone|Metohexital|1-Methyl-5-(1-methylpent-2-ynyl)-5-prop-2-enyl-hexahydropyrimidine-2,4,6-trione"
trioxsalen,"2',4,8-Trimethylpsoralen|4,5',8-Trimethylpsoralen|4,8,5'-Trimethylpsoralen|6-Hydroxy-beta,2,7-trimethyl-5-benzofuranacrylic acid, delta-lactone|trimethylpsoralen|Trioxisaleno|Trioxsalen|trioxysalen|Trioxysalene|Trioxysalenum|trisoralen|Trisoralen"
dipyridamole,Cleridium 150|Curantyl|Dipiridamol|Dipyridamine|Dipyridamole|Dipyridamolum|Dipyudamine|Dypyridamol|Persantin|Persantine®
desflurane,"(+-)-2-difluoromethyl 1,2,2,2-tetrafluoroethyl ether|(+-)-2-Difluoromethyl 1,2,2,2-tetrafluoroethyl ether|1,1,1,2-tetrafluoro-2-(difluoromethoxy)ethane|1,1,1,2-Tetrafluoro-2-(difluoromethoxy)ethane|Desflurane|Desflurano|Desfluranum|difluoromethyl 1,2,2,2-tetrafluoroethyl ether|Difluoromethyl 1,2,2,2-tetrafluoroethyl ether|I-653|Suprane|Suprane®|HFE-236ea2"
sevoflurane,"1,1,1,3,3,3-Hexafluoro-2-(fluoromethoxy)propane|MR-6S4|MR6S4|Sevofluran|Sojourn®|Ultane®|HFE-347mmz1"
sodium bicarbonate,Neut|Baking soda|Baking Soda|Bicarbonate of soda|Carbonic acid monosodium salt|Citrosodina|e 500|e-500|e500|Monosodium Carbonate|NaHCO3|Natriumhydrogenkarbonat|Soda Mint|Sodium acid carbonate|Sodium bicarbonate|Sodium Bicarbonate|Sodium hydrogen carbonate|Sodium hydrogencarbonate
azelastine,4-(p-Chlorobenzyl)-2-(hexahydro-1-methyl-1H-azepin-4-yl)-1-(2H)-phthalazinone|4-(P-Chlorobenzyl)-2-(hexahydro-1-methyl-1H-azepin-4-yl)-1-(2H)-phthalazinone|A-5610|Astelin®|Azelastina|Azelastine|Azelastinum|E-0659|Rhinolast®|W-2979M
promazine,"10-(3-(Dimethylamino)propyl)phenothiazine|Frenil|N-(3-Dimethylaminopropyl)phenothiazine|N-Dimethylamino-1-methylethyl thiodiphenylamine|N,N-dimethyl-3-(10H-phenothiazin-10-yl)-propan-1-amine|Promazin|Promazina|Promazine|Promazinum|Sparine®"
phenoxybenzamine,POB|Dibenzyline®|Fenossibenzamina|Fenoxibenzamina|Phenoxybenzamine|phenoxybenzamine hydrochloride|Phenoxybenzaminum
tetracaine,2-(dimethylamino)ethyl 4-(butylamino)benzoate|2-(Dimethylamino)ethyl p-(butylamino)benzoate|Amethocaine|Amethocaine HCl|Diäthylaminoäthanol ester der p-butylaminobenzösäure|Dicaine|Medihaler-Tetracaine|Metraspray|p-(butylamino)benzoic acid beta-(dimethylamino)ethyl ester|p-(butylamino)benzoic acid β-(dimethylamino)ethyl ester|p-Butylaminobenzoyl-2-dimethylaminoethanol|Pontocaine|Tetracaína|Tetracaine|Tétracaïne|Tetracaine HCl|TET150
deferoxamine,DFO|DFOA|DFOM|Deferoxamin|Deferoxamina|Deferoxamine|Déferoxamine|Deferoxaminum|Deferrioxamine|Deferrioxamine b|Desferrioxamine
Trypan blue,Trypan blue free acid
amineptine hydrochloride,"7-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylamino)heptanoic acid hydrochloride|amineptine HCl"
drospirenone,"1,2-Dihydrospirorenone|6beta,7beta;15beta,16beta-Dimethylene-3-oxo-17alpha-pregn-4-ene-21,17-carbolactone|6beta,7Beta;15beta,16beta-dimethylene-3-oxo-17alpha-pregn-4-ene-21,17-carbolactone|6β,7β,15β,16β-dimethylene-3-oxo-17α-pregn-4-ene-21,17 carbolactone|Dehydrospirorenone|dihydrospirorenone|Drospirenona|Drospirenone|Drospirenonum|DRSP|Yasmin®|ZK30595"
danazol,Cyclomen|Danazol|Danazolum|Danocrine®
naphazoline,PRV942|Nafazolin|Naphazoline|Naphcon®
fenethylline hydrochloride,Fenethylline|Fenethylline hcl|Fenetylline|SID144206449
Isoprenaline,"(+-)-Isoprenaline|(+-)-Isoproterenol|(±)-isoprenaline|(±)-isoproterenol|1-(3,4-Dihydroxyphenyl)-2-(isopropylamino)ethanol|1-(3,4-Dihydroxyphenyl)-2-isopropylaminoethanol|3,4-Dihydroxy-alpha-[(isopropylamino)methyl]benzyl alcohol|alpha-(Isopropylaminomethyl)protocatechuyl alcohol|Isoprenalina|Isoprenalinum|Isopropyl noradrenaline|Isoproterenol|N-Isopropyl-beta-dihydroxyphenyl-beta-hydroxyethylamine|N-isopropyl-β-dihydroxyphenyl-β-hydroxyethylamine|N-Isopropylnoradrenaline|N-Isopropylnorepinephrine|α-(isopropylaminomethyl)protocatechuyl alcohol"
Etanercept,CD120b|Fc|p75|p80 TNF-alpha receptor|Rhu Tnfr|Rhu Tnfr:Fc|TNF-R2|TNFR-immunoadhesin|Tumor necrosis factor receptor 2|Tumor necrosis factor receptor superfamily member 1B precursor|Tumor necrosis factor receptor type II
bremelanotide,Bremelanotide|PT-141|PT141
tirofiban,(2S)-2-(butylsulfonylamino)-3-[4-(4-piperidin-4-ylbutoxy)phenyl]propanoic acid|(2S)-2-(Butylsulfonylamino)-3-[4-(4-piperidin-4-ylbutoxy)phenyl]propanoic acid|Aggrastat®|L-700462|MK-383|N-(Butylsulfonyl)-O-(4-(4-piperidyl)butyl)-L-tyrosine|Tirofiban|tirofiban hydrochloride (monohydrate)|Tirofibanum
lomustine,CCNU|1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea|1-(2-chloroethyl)-3-cyclohexylnitrosourea|1-(2-Chloroethyl)-3-cyclohexylnitrosourea|Belustine|Cecenu|CeeNU®|chloroethylcyclohexylnitrosourea|Chloroethylcyclohexylnitrosourea|CINU|cyclohexyl chloroethyl nitrosourea|Cyclohexyl chloroethyl nitrosourea|Lomustina|Lomustine|Lomustinum|N-(2-chloroethyl)-N'-cyclohexyl-N-nitrosourea|N-(2-Chloroethyl)-n'-cyclohexyl-N-nitrosourea
Omalizumab,Ig gamma-1 chain C region|IGE25|Olizumab|RG-3648|Rhumab-E25|IGE025
dihomo-γ-linolenic acid,"(Z,Z,Z)-8,11,14-Icosatrienoate|(8Z,11Z,14Z)-Icosatrienoate|(8Z,11Z,14Z)-Icosatrienoic acid|(Z,Z,Z)-8,11,14-Eicosatrienoic acid|(Z,Z,Z)-8,11,14-Icosatrienoic acid|(Z,Z,Z)-icosatri-8,11,14-enoate|(Z,Z,Z)-icosatri-8,11,14-enoic acid|20:3, n-6,9,12 all-cis|8,11,14-All-cis-Eicosatrienoate|8,11,14-All-cis-Eicosatrienoic acid|8,11,14-Eicosatrienoic Acid|8,11,14-Icosatrienoic acid|8c,11c,14c-eicosatrienoic acid|8c,11c,14c-Eicosatriensaeure|8c,11c,14c-Eicosatriensäure|8Z,11Z,14Z-Eicosatrienoate|8Z,11Z,14Z-eicosatrienoic acid|All-cis-8,11,14-Eicosatrienoate|all-cis-8,11,14-eicosatrienoic acid|all-cis-8,11,14-icosatrienoic acid|all-cis-eicosa-8,11,14-trienoic acid|all-cis-Eicosa-8,11,14-triensaeure|all-cis-Eicosa-8,11,14-triensäure|all-cis-icosa-8,11,14-trienoic acid|Bishomo-gamma-linolenate|Bishomo-gamma-linolenic acid|C20:3, n-6,9,12 all-cis|cis-8,11,14-Eicosatrienoate|cis-8,11,14-Eicosatrienoic acid|cis-8,cis-11,cis-14-Eicosatrienoate|cis-8,cis-11,cis-14-Eicosatrienoic acid|cis,cis,cis-8,11,14-Eicosatrienoate|cis,cis,cis-8,11,14-eicosatrienoic acid|DGLA|Dihomo-gamma-linolenate|Dihomo-gamma-linolenic acid|Dihomo-γ-linolenic acid|eicosa-8Z,11Z,14Z-trienoic acid|Eicosatrienoate|Eicosatrienoic acid|gamma-Homolinolenate|gamma-Homolinolenic acid|Homo-gamma-linolenate|Homo-gamma-linolenic acid|Homo-gamma-linolensaeure|Homo-gamma-linolensäure|Homo-γ-linolensäure"
yttrium chloride y-90,"yttrium (90 y) chloride|yttrium (90y) chloride|yttrium chloride (90y)|yttrium chloride y 90|yttrium chloride, y-90|yttrium-90 chloride|yttrium(90-y) chloride"
netarsudil,"(4-((1S)-1-(Aminomethyl)-2-(isoquinolin-6-ylamino)-2-oxoethyl)phenyl)methyl 2,4- dimethylbenzoate|Netarsudil"
safinamide mesylate,(s)-2-((4-((3-fluorobenzyl)oxy)benzyl)amino)propanamide methanesulfonate|nw 1015|nw-1015|pnu 151774e|pnu-151774e|safinamide mesilate|safinamide methanesulfonate
dovitinib,4-amino-5-fluoro-3-[5-(4-methylpiperazin-1-yl)-1H-benzimidazol-2-yl]quinolin-2(1H)-one|Dovitinib|Chir 258|CHIR-258|TKI 258|TKI-258|TKI258|4-Amino-5-fluoro-3-[5-(4-methylpiperazin-1-yl)-1H-benzimidazol-2-yl]quinolin-2(1H)-one
azd-9496,AZD9496
ceralasertib,AZD 6738|AZD6738|ceralasertib
(−)-nicotine,Nicotine polacrilex|nicotine|Nicotine|(−)-nicotine|(S)-(−)-nicotine|(S)-3-(1-methylpyrrolidin-2-yl)pyridine|(S)-3-(N-methylpyrrolidin-2-yl)pyridine|(S)-Nicotine|3-(2-(N-methylpyrrolidinyl))pyridine|3-(N-methylpyrollidino)pyridine|L(−)-nicotine|Nicotine betadex
Enclomifene,Enclomifeno|Enclomifenum|Enclomiphene|trans-Clomifene|trans-Clomiphene
mometasone,(+)-Mometasone|Mometason|Mometasona|Mométasone|Mometasonum|XQA075
brazikumab,AMG 139|AMG-139|MEDI2070
erenumab,AMG334
Plecanatide,SP-304|Trulance
adefovir dipivoxil,"((2-(6-amino-9h-purin-9-yl)ethoxy)methyl)phosphonic acid, diester with hydroxymethyl pivalate|9-(2-((bis((pivaloyloxy)methoxy)phosphinyl)methoxy)ethyl)adenine|adefovir di(pivaloyloxymethyl) ester|adefovir pivoxil|gs-0840|propanoic acid, 2,2-dimethyl-, (((2-(6-amino-9h-purin-9-yl)ethoxy)methyl)phosphinylidene)bis(oxymethylene) ester"
corifollitropin alfa,"corifolitropina alfa|corifollitropine alfa|corifollitropinum alfa|follicle-stimulating hormone (human .alpha.-subunit reduced), complex with follicle-stimulating hormone (human .beta.-subunit reduced) fusion protein with 118-145-chorionic gonadotropin (human .beta.-subunit)|mk-8962|org 36286|org-36286|sch 900962|sch-900962"
tasonermin,"1-157-tumor necrosis factor alfa-1a (human), non-glycosylated|tasonermina|tasonermine|tasonerminum|tumor necrosis factor, soluble form (recombinant e. coli)|tumor necrosis factor, soluble form, nonglycosylated"
zoledronic acid monohydrate,"cgp 42446|cgp-42446|phosphonic acid, (1-hydroxy-2-(1h-imidazol-1-yl)ethylidene)bis-, monohydrate|reclast|zoladrona acid mylan|zoledronate hydrate|zoledronic|zoledronic acid hydrate"
eptotermin alfa,bone morphogenetic protein 7|bmp-7|eptotermina alfa|eptotermine alfa|eptoterminum alfa|hbmp7|human recombinant bone morphogenetic protein 7|op-1|osteogenic protein 1|rh-polypeptide-52
tiaprofenic acid,2-(5-Benzoyl-thiophen-2-yl)-propionic acid|2-(5-Benzyl-2-thienyl)propionsaeure|5-Benzoyl-alpha-methyl-2-thiopheneacetic acid|5-Benzoyl-alpha-methylthiophene-2-acetic acid|Acide tiaprofenique|Acido tiaprofenico|Acidum tiaprofenicum|alpha-Methyl-5-benzoyl-2-thienylacetic acid|RU-15060|Tiaprofenic acid|Tiaprofensaeure|Tiaprofensäure
Octreotide,Octrotide|SMS995
doxazosin,"1-(4-Amino-6,7-dimethoxy-2-chinazolinyl)-4-(2,3-dihydro-1,4-benzodioxixin-2-ylcarbonyl)piperazin|1-(4-Amino-6,7-Dimethoxy-2-quinazolinyl)-4-(1,4-benzodioxan-2-ylcarbonyl)piperazin|Cardura®|Doxazosin|Doxazosina|Doxazosine|Doxazosinum|UK-3327427"
dasatinib,anh. dasatinib|anhydrous dasatinib|BMS 345825|BMS 354825|BMS 35482513|BMS-354825|dasatinib (anh.)|dasatinib anhydrous|Sprycel®
moxonidine,"(2R,4R)-1-[(2S)-5-[(aminoiminomethyl)amino]-1-oxo-2-[[(1,2,3,4-tetrahydro-3-methyl-8- quinolinyl)sulfonyl]amino]pentyl]-4-methyl-2-piperidinecarboxylic acid|BDF5896|BE5895|Cynt|Moxonidine|Norcynt|Nucynt"
lymecycline,"(+)-N-(5-Amino-5-carboxypentylaminomethyl)-4-dimethylamino-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxonaphthacene-2-carboxamide|Limeciclina|Lymecycline|Lymecyclinum|N-Lysinomethyltetracycline|N(2)-(((+)-5-Amino-5-carboxypentylamino)methyl)tetracycline|N2-(((+)-5-Amino-5-carboxypentylamino)methyl)tetracycline|N6-((4-(Dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamido)methyl)lysine|Tetracycline-L-methylene lysine|Tetracycline-L-methylenelysine"
venlafaxine,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol|Efectin|Efexor|Effexor|Effexor®|Elafax|Trevilor|Venlafaxin|Venlafexine|WY-45030
probenecid,"4-((Dipropylamino)sulfonyl)benzoic acid|4-(Di-N-propylsulfamoyl)benzoesaeure|4-(N,N-Dipropylsulfamoyl)benzoesaeure|p-(Dipropylsulfamoyl)benzoic acid|P-(Dipropylsulfamoyl)benzoic acid|Probalan®|Probenecid|Probenecid acid|Probenecid Acid|Probenecida|Probenecide|Probenecidum"
dapiprazole,"5,6,7,8-Tetrahydro-3-(2-(4-(o-tolyl)-1-piperazinyl)ethyl)-s-triazolo(4,3-a)pyridine|5,6,7,8-Tetrahydro-3-(2-(4-(O-tolyl)-1-piperazinyl)ethyl)-S-triazolo(4,3-a)pyridine|AF-2139|Dapiprazol|Dapiprazole|Dapiprazolum|Rev-Eyes®"
glucagon,Glucagon|HSQGTFTSDYSKYLDSRRAQDFVQWLMNT|GCG(53-81)|glucagon recombinant|glucagone|glucagonum
L-Arginine,R|Arg|Arginine|(2S)-2-amino-5-(carbamimidamido)pentanoic acid|(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid|(2S)-2-amino-5-[(diaminomethylidene)amino]pentanoic acid|(2S)-2-amino-5-guanidino-pentanoic acid|(2S)-2-amino-5-guanidinopentanoic acid|(S)-2-amino-5-[(aminoiminomethyl)amino]-Pentanoate|(S)-2-amino-5-[(aminoiminomethyl)amino]-Pentanoic acid|(S)-2-Amino-5-[(aminoiminomethyl)amino]pentanoate|(S)-2-Amino-5-[(aminoiminomethyl)amino]pentanoic acid|(S)-2-amino-5-guanidinopentanoic acid|(S)-2-Amino-5-guanidinovaleric acid|2-Amino-5-guanidinovalerate|2-Amino-5-guanidinovaleric acid|5-[(Aminoiminomethyl)amino]-L-Norvaline|L-(+)-arginine|L-(+)-Arginine|L-a-Amino-D-guanidinovalerate|L-a-Amino-D-guanidinovaleric acid|L-alpha-Amino-delta-guanidinovalerate|L-alpha-Amino-delta-guanidinovaleric acid|L-Arg|L-Arginin|N5-(aminoiminomethyl)-L-Ornithine
Vedolizumab,MLN-02|LDP-02|MLN-0002
veliparib,(2R)-2-(7-carbamoyl-1H-benzimidazol-2-yl)-2-methylpyrrolidinium|2-((2R)-2-methylpyrrolidin-2-yl)-1H-benzimidazole-4-carboxamide|2-[(R)-2-methylpyrrolidin-2-yl]-1H-benzimidazole-4-carboxamide|ABT 888|ABT-888|Veliparib
vintafolide,Vintafolide
voclosporin,Voclosporin
voglibose,Basen|A-71100|AO-128|Glustat|Voglibose
volasertib,BI 6727|Volasertib
vorapaxar,"[(1R,3aR,4aR,6R,8aR,9S,9aS)-9-{(E)-2-[5-(3-Fluorophényl)-2-pyridinyl]vinyl}-1-méthyl-3-oxododécahydronaphto[2,3-c]furan-6-yl]carbamate d'éthyle|Carbamic acid, [(1R,3aR,4aR,6R,8aR,9S,9aS)-9-[(1E)-2-[5-(3-fluorophenyl)-2- pyridinyl]ethenyl]dodecahydro-1-methyl-3-oxonaphtho[2,3-c]furan-6-yl]-, ethyl ester|Carbamic acid, N-[(1R,3aR,4aR,6R,8aR,9S,9aS)-9-[(E)-2-[5-(3-fluorophenyl)-2-pyridinyl]ethenyl]dodecahydro-1-methyl-3-oxonaphtho[2,3-c]furan-6-yl]-, ethyl ester|Ethyl N-[(3R,3aS,4S,4aR,7R,8aR,9aR)-4-[(E)-2-[5-(3-fluorophenyl)-2-pyridyl]vinyl]-3-methyl-1-oxo-3a,4,4a,5,6,7,8,8a,9,9a-decahydro-3H-benzo[f]isobenzofuran-7-yl]carbamate|SCH 530348|SCH-530348|SCH530348|Vorapaxar|Zontivity®"
zofenoprilat,"L-PROLINE, 1-[(2S)-3-MERCAPTO-2-METHYL-1-OXOPROPYL]-4-(PHENYLTHIO)-, 4S"
zucapsaicin,(Z)-Capsaicin|cis-Capsaicin|Civamide|Zucapsaicin
Duligotumab,Anti-HER3/EGFR DAF|duligotuzumab|MEHD-7945A|MEHD7945A|RG 7597|RG7597|RO-5541078
fimasartan,Fimasartan
fluticasone propionate,Advair Diskus®|CCI-18781|Flovent®|Fluticasone propionate
forasartan,Forasartan|SC-52458
tymazoline,Thymazen|Tymazoline
mafosfamide,Mafosfamide
probucol,"4,4'- (Isopropylidenedithio)bis(2,6-di-tert-butylphenol)|Acetone bis(3,5-di-tert-butyl-4-hydroxyphenyl) mercaptole|Biphenabid|Bisbid|Bisphenabid|DH-581|Lorelco®|Probucol|Probucolum"
Testosterone propionate,Testex|testosterone propionate
trofosfamide,Trofosfamide
gusperimus,Gusperimus
mebanazine,Mebanazine
benidipine,Benidipine
prednisolone,"(11beta)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione|(11beta)-11,17,21-Trihydroxypregna-1,4-diene-3,20-dione|1,4-pregnadiene-11beta,17alpha,21-triol-3,20-dione|1,4-Pregnadiene-11beta,17alpha,21-triol-3,20-dione|1,4-pregnadiene-3,20-dione-11beta,17alpha,21-triol|1,4-Pregnadiene-3,20-dione-11beta,17alpha,21-triol|3,20-dioxo-11beta,17alpha,21-trihydroxy-1,4-pregnadiene|3,20-dioxo-11beta,17alpha,21-Trihydroxy-1,4-pregnadiene|delta-dehydrocortisol|delta-dehydrohydrocortisone|delta-hydrocortisone|DELTA.1-Cortisol|delta(1)-Dehydrocortisol|Delta(1)-dehydrocortisol|delta(1)-Dehydrohydrocortisone|Delta(1)-dehydrohydrocortisone|delta(1)-Hydrocortisone|Delta(1)-hydrocortisone|hydroretrocortine|Hydroretrocortine|metacortandralone|Metacortandralone|Orapred®|Pediapred®|PRDL|Prednisolona|Prednisolone|Prednisolonum|IMS904"
icatibant,HOE 140|HOE-140
(-)-demecolcine,Demecolcine|Colcemid|(-)-colchamine|N-deacetyl-N-methylcolchicine|N-desacetyl-N-methylcolchicine|N-methyl-N-deacetylcolchicine|N-methyl-N-desacetylcolchicine|Reichstein's F|Santavy's substance F
